YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,B6,2807,N190JB,PWM,JFK,01-01-2015 05:35,02-01-2015 05:28,-7,13,01-01-2015 05:41,85,67,50,273,01-01-2015 06:31,4,01-01-2015 07:00,01-01-2015 06:35,-25,0,0,,,,,,
2015,1,1,4,B6,2023,N324JB,JFK,SJU,01-01-2015 05:35,01-01-2015 06:18,43,13,01-01-2015 06:31,225,201,184,1598,01-01-2015 10:35,4,01-01-2015 10:20,01-01-2015 10:39,19,0,0,,0,0,19,0,0
2015,1,1,4,EV,4557,N12967,CRP,IAH,01-01-2015 05:35,02-01-2015 05:23,-12,12,01-01-2015 05:35,61,52,33,201,01-01-2015 06:08,7,01-01-2015 06:36,01-01-2015 06:15,-21,0,0,,,,,,
2015,1,1,4,EV,5241,N849AS,PIA,DTW,01-01-2015 05:35,02-01-2015 05:30,-5,18,01-01-2015 05:48,88,75,54,346,01-01-2015 07:42,3,01-01-2015 08:03,01-01-2015 07:45,-18,0,0,,,,,,
2015,1,1,4,EV,5498,N132EV,ORD,DTW,01-01-2015 05:35,01-01-2015 05:50,15,18,01-01-2015 06:08,85,67,41,235,01-01-2015 07:49,8,01-01-2015 08:00,01-01-2015 07:57,-3,0,0,,,,,,
2015,1,1,4,OO,6512,N925SW,FAT,LAX,01-01-2015 05:35,02-01-2015 05:30,-5,33,01-01-2015 06:03,75,80,42,209,01-01-2015 06:45,5,01-01-2015 06:50,01-01-2015 06:50,0,0,0,,,,,,
2015,1,1,4,UA,1577,N69813,SMF,DEN,01-01-2015 05:38,01-01-2015 06:34,56,26,01-01-2015 07:00,142,164,129,909,01-01-2015 10:09,9,01-01-2015 09:00,01-01-2015 10:18,78,0,0,,22,0,56,0,0
2015,1,1,4,OO,4986,N719SK,AUS,LAX,01-01-2015 05:38,02-01-2015 05:35,-3,16,01-01-2015 05:51,212,199,173,1242,01-01-2015 06:44,10,01-01-2015 07:10,01-01-2015 06:54,-16,0,0,,,,,,
2015,1,1,4,B6,727,N292JB,BOS,BWI,01-01-2015 05:40,02-01-2015 05:36,-4,14,01-01-2015 05:50,101,84,66,369,01-01-2015 06:56,4,01-01-2015 07:21,01-01-2015 07:00,-21,0,0,,,,,,
2015,1,1,4,B6,1012,N375JB,ORD,BOS,01-01-2015 05:40,02-01-2015 05:29,-11,16,01-01-2015 05:45,136,114,95,867,01-01-2015 08:20,3,01-01-2015 08:56,01-01-2015 08:23,-33,0,0,,,,,,
2015,1,1,4,DL,824,N3736C,PHX,DTW,01-01-2015 05:40,01-01-2015 08:08,148,19,01-01-2015 08:27,223,203,178,1671,01-01-2015 13:25,6,01-01-2015 11:23,01-01-2015 13:31,128,0,0,,0,0,0,0,128
2015,1,1,4,DL,941,N910DN,MCI,ATL,01-01-2015 05:40,01-01-2015 05:46,6,11,01-01-2015 05:57,122,101,84,692,01-01-2015 08:21,6,01-01-2015 08:42,01-01-2015 08:27,-15,0,0,,,,,,
2015,1,1,4,DL,2079,N389DA,BOS,DTW,01-01-2015 05:40,02-01-2015 05:37,-3,15,01-01-2015 05:52,143,125,105,632,01-01-2015 07:37,5,01-01-2015 08:03,01-01-2015 07:42,-21,0,0,,,,,,
2015,1,1,4,EV,3268,N14998,ATL,IAD,01-01-2015 05:40,01-01-2015 05:56,16,9,01-01-2015 06:05,105,103,79,534,01-01-2015 07:24,15,01-01-2015 07:25,01-01-2015 07:39,14,0,0,,,,,,
2015,1,1,4,EV,4160,N11150,JAX,EWR,01-01-2015 05:40,02-01-2015 05:31,-9,9,01-01-2015 05:40,137,132,109,820,01-01-2015 07:29,14,01-01-2015 07:57,01-01-2015 07:43,-14,0,0,,,,,,
2015,1,1,4,OO,6285,N962SW,MFR,DEN,01-01-2015 05:40,02-01-2015 05:38,-2,42,01-01-2015 06:20,161,188,138,964,01-01-2015 09:38,8,01-01-2015 09:21,01-01-2015 09:46,25,0,0,,25,0,0,0,0
2015,1,1,4,OO,5184,N776SK,SLC,IAH,01-01-2015 05:40,02-01-2015 05:37,-3,18,01-01-2015 05:55,193,180,158,1195,01-01-2015 09:33,4,01-01-2015 09:53,01-01-2015 09:37,-16,0,0,,,,,,
2015,1,1,4,OO,6358,N926SW,IDA,DEN,01-01-2015 05:41,02-01-2015 05:39,-2,30,01-01-2015 06:09,104,113,72,458,01-01-2015 07:21,11,01-01-2015 07:25,01-01-2015 07:32,7,0,0,,,,,,
2015,1,1,4,F9,161,N905FR,MSN,DEN,01-01-2015 05:44,02-01-2015 05:34,-10,7,02-01-2015 05:41,145,144,128,826,01-01-2015 06:49,9,01-01-2015 07:09,01-01-2015 06:58,-11,0,0,,,,,,
2015,1,1,4,OO,4833,N554CA,MKE,DTW,01-01-2015 05:45,02-01-2015 05:43,-2,10,01-01-2015 05:53,74,55,36,237,01-01-2015 07:29,9,01-01-2015 07:59,01-01-2015 07:38,-21,0,0,,,,,,
2015,1,1,4,UA,1119,N69810,GEG,DEN,01-01-2015 05:45,02-01-2015 05:42,-3,21,01-01-2015 06:03,139,136,107,836,01-01-2015 08:50,8,01-01-2015 09:04,01-01-2015 08:58,-6,0,0,,,,,,
2015,1,1,4,UA,1237,N65832,SEA,IAH,01-01-2015 05:45,02-01-2015 05:41,-4,13,01-01-2015 05:54,251,266,238,1874,01-01-2015 11:52,15,01-01-2015 11:56,01-01-2015 12:07,11,0,0,,,,,,
2015,1,1,4,UA,1540,N78509,DCA,IAH,01-01-2015 05:45,01-01-2015 05:50,5,10,01-01-2015 06:00,209,197,182,1208,01-01-2015 08:02,5,01-01-2015 08:14,01-01-2015 08:07,-7,0,0,,,,,,
2015,1,1,4,AA,1433,N4YNAA,SAT,DFW,01-01-2015 05:45,02-01-2015 05:39,-6,12,01-01-2015 05:51,65,59,41,247,01-01-2015 06:32,6,01-01-2015 06:50,01-01-2015 06:38,-12,0,0,,,,,,
2015,1,1,4,AA,2299,N3LLAA,JFK,MIA,01-01-2015 05:45,01-01-2015 06:40,55,17,01-01-2015 06:57,185,199,152,1089,01-01-2015 09:29,30,01-01-2015 08:50,01-01-2015 09:59,69,0,0,,14,0,55,0,0
2015,1,1,4,B6,721,N623JB,BOS,PBI,01-01-2015 05:45,01-01-2015 05:51,6,16,01-01-2015 06:07,205,190,170,1197,01-01-2015 08:57,4,01-01-2015 09:10,01-01-2015 09:01,-9,0,0,,,,,,
2015,1,1,4,B6,917,N606JB,BOS,JFK,01-01-2015 05:45,02-01-2015 05:43,-2,12,01-01-2015 05:55,77,66,44,187,01-01-2015 06:39,10,01-01-2015 07:02,01-01-2015 06:49,-13,0,0,,,,,,
2015,1,1,4,B6,939,N794JB,JFK,BQN,01-01-2015 05:45,01-01-2015 05:45,0,17,01-01-2015 06:02,221,202,180,1576,01-01-2015 10:02,5,01-01-2015 10:26,01-01-2015 10:07,-19,0,0,,,,,,
2015,1,1,4,DL,1890,N377DA,DFW,ATL,01-01-2015 05:45,01-01-2015 06:03,18,13,01-01-2015 06:16,124,104,86,731,01-01-2015 08:42,5,01-01-2015 08:49,01-01-2015 08:47,-2,0,0,,,,,,
2015,1,1,4,EV,4646,N29917,CHS,EWR,01-01-2015 05:45,02-01-2015 05:40,-5,26,01-01-2015 06:06,116,122,91,628,01-01-2015 07:37,5,01-01-2015 07:41,01-01-2015 07:42,1,0,0,,,,,,
2015,1,1,4,F9,365,N218FR,MKE,DEN,01-01-2015 05:45,01-01-2015 06:21,36,9,01-01-2015 06:30,161,142,120,896,01-01-2015 07:30,13,01-01-2015 07:26,01-01-2015 07:43,17,0,0,,0,0,17,0,0
2015,1,1,4,F9,117,N933FR,MSP,DEN,01-01-2015 05:45,02-01-2015 05:38,-7,15,01-01-2015 05:53,129,128,104,680,01-01-2015 06:37,9,01-01-2015 06:54,01-01-2015 06:46,-8,0,0,,,,,,
2015,1,1,4,MQ,2926,N932MQ,CHS,DFW,01-01-2015 05:45,,,,,190,,,987,,,01-01-2015 07:55,,,0,1,B,,,,,
2015,1,1,4,OO,2599,N435SW,DEN,LAX,01-01-2015 05:45,01-01-2015 06:58,73,11,01-01-2015 07:09,150,133,112,862,01-01-2015 08:01,10,01-01-2015 07:15,01-01-2015 08:11,56,0,0,,0,0,56,0,0
2015,1,1,4,OO,5482,N934SW,SBA,DEN,01-01-2015 05:45,02-01-2015 05:42,-3,25,01-01-2015 06:07,154,167,134,916,01-01-2015 09:21,8,01-01-2015 09:19,01-01-2015 09:29,10,0,0,,,,,,
2015,1,1,4,OO,6457,N560SW,SMX,LAX,01-01-2015 05:45,,,,,66,,,134,,,01-01-2015 06:51,,,0,1,A,,,,,
2015,1,1,4,HA,218,N485HA,HNL,KOA,01-01-2015 05:48,02-01-2015 05:40,-8,10,01-01-2015 05:50,42,44,27,163,01-01-2015 06:17,7,01-01-2015 06:30,01-01-2015 06:24,-6,0,0,,,,,,
2015,1,1,4,B6,515,N337JB,BOS,BUF,01-01-2015 05:49,02-01-2015 05:40,-9,17,01-01-2015 05:57,96,99,78,395,01-01-2015 07:15,4,01-01-2015 07:25,01-01-2015 07:19,-6,0,0,,,,,,
2015,1,1,4,UA,228,N439UA,PDX,EWR,01-01-2015 05:50,02-01-2015 05:47,-3,10,01-01-2015 05:57,314,282,263,2434,01-01-2015 13:20,9,01-01-2015 14:04,01-01-2015 13:29,-35,0,0,,,,,,
2015,1,1,4,US,641,N650AW,IND,PHX,01-01-2015 05:50,02-01-2015 05:45,-5,12,01-01-2015 05:57,240,249,234,1488,01-01-2015 07:51,3,01-01-2015 07:50,01-01-2015 07:54,4,0,0,,,,,,
2015,1,1,4,UA,495,N548UA,LAX,DEN,01-01-2015 05:50,01-01-2015 05:50,0,11,01-01-2015 06:01,145,136,118,862,01-01-2015 08:59,7,01-01-2015 09:15,01-01-2015 09:06,-9,0,0,,,,,,
2015,1,1,4,UA,507,N808UA,CLE,IAH,01-01-2015 05:50,01-01-2015 06:29,39,11,01-01-2015 06:40,194,198,170,1091,01-01-2015 08:30,17,01-01-2015 08:04,01-01-2015 08:47,43,0,0,,4,0,39,0,0
2015,1,1,4,UA,1553,N37290,BOS,EWR,01-01-2015 05:50,01-01-2015 05:52,2,12,01-01-2015 06:04,88,67,46,200,01-01-2015 06:50,9,01-01-2015 07:18,01-01-2015 06:59,-19,0,0,,,,,,
2015,1,1,4,US,403,N660AW,DEN,PHX,01-01-2015 05:50,01-01-2015 05:50,0,15,01-01-2015 06:05,119,109,91,602,01-01-2015 07:36,3,01-01-2015 07:49,01-01-2015 07:39,-10,0,0,,,,,,
2015,1,1,4,US,446,N651AW,MCI,PHX,01-01-2015 05:50,02-01-2015 05:44,-6,15,01-01-2015 05:59,178,179,159,1044,01-01-2015 07:38,5,01-01-2015 07:48,01-01-2015 07:43,-5,0,0,,,,,,
2015,1,1,4,AA,1178,N573AA,AUS,DFW,01-01-2015 05:50,02-01-2015 05:48,-2,19,01-01-2015 06:07,60,61,36,190,01-01-2015 06:43,6,01-01-2015 06:50,01-01-2015 06:49,-1,0,0,,,,,,
2015,1,1,4,AA,2410,N3BAAA,LAX,DFW,01-01-2015 05:50,01-01-2015 06:00,10,17,01-01-2015 06:17,180,172,150,1235,01-01-2015 10:47,5,01-01-2015 10:50,01-01-2015 10:52,2,0,0,,,,,,
2015,1,1,4,DL,2453,N966DL,GSP,ATL,01-01-2015 05:50,01-01-2015 05:50,0,26,01-01-2015 06:16,59,59,28,153,01-01-2015 06:44,5,01-01-2015 06:49,01-01-2015 06:49,0,0,0,,,,,,
2015,1,1,4,B6,2228,N231JB,MCO,EWR,01-01-2015 05:50,02-01-2015 05:48,-2,12,01-01-2015 06:00,149,144,127,937,01-01-2015 08:07,5,01-01-2015 08:19,01-01-2015 08:12,-7,0,0,,,,,,
2015,1,1,4,EV,4555,N13133,MCI,IAH,01-01-2015 05:50,02-01-2015 05:48,-2,15,01-01-2015 06:03,135,138,110,643,01-01-2015 07:53,13,01-01-2015 08:05,01-01-2015 08:06,1,0,0,,,,,,
2015,1,1,4,EV,5698,N835AS,BDL,IAD,01-01-2015 05:50,02-01-2015 05:43,-7,9,01-01-2015 05:52,88,76,58,326,01-01-2015 06:50,9,01-01-2015 07:18,01-01-2015 06:59,-19,0,0,,,,,,
2015,1,1,4,MQ,3534,N925MQ,ABI,DFW,01-01-2015 05:50,,,,,55,,,158,,,01-01-2015 06:45,,,0,1,B,,,,,
2015,1,1,4,EV,4339,N14179,RIC,IAH,01-01-2015 05:50,02-01-2015 05:48,-2,14,01-01-2015 06:02,205,220,195,1157,01-01-2015 08:17,11,01-01-2015 08:15,01-01-2015 08:28,13,0,0,,,,,,
2015,1,1,4,OO,6204,N917SW,BFL,DEN,01-01-2015 05:50,01-01-2015 05:56,6,31,01-01-2015 06:27,150,164,125,845,01-01-2015 09:32,8,01-01-2015 09:20,01-01-2015 09:40,20,0,0,,14,0,6,0,0
2015,1,1,4,OO,6261,N107SY,SAT,SFO,01-01-2015 05:50,01-01-2015 05:57,7,9,01-01-2015 06:06,249,223,198,1482,01-01-2015 07:24,16,01-01-2015 07:59,01-01-2015 07:40,-19,0,0,,,,,,
2015,1,1,4,OO,5160,N794SK,OMA,IAH,01-01-2015 05:50,01-01-2015 06:05,15,16,01-01-2015 06:21,140,146,120,781,01-01-2015 08:21,10,01-01-2015 08:10,01-01-2015 08:31,21,0,0,,6,0,15,0,0
2015,1,1,4,OO,6224,N956SW,RDM,DEN,01-01-2015 05:50,02-01-2015 05:49,-1,12,01-01-2015 06:01,143,150,130,898,01-01-2015 09:11,8,01-01-2015 09:13,01-01-2015 09:19,6,0,0,,,,,,
2015,1,1,4,B6,860,N656JB,FLL,BDL,01-01-2015 05:53,02-01-2015 05:51,-2,10,01-01-2015 06:01,166,177,162,1173,01-01-2015 08:43,5,01-01-2015 08:39,01-01-2015 08:48,9,0,0,,,,,,
2015,1,1,4,EV,5230,N181PQ,CID,ATL,01-01-2015 05:54,01-01-2015 05:54,0,27,01-01-2015 06:21,131,114,84,694,01-01-2015 08:45,3,01-01-2015 09:05,01-01-2015 08:48,-17,0,0,,,,,,
2015,1,1,4,WN,526,N742SW,SFO,DEN,01-01-2015 05:55,02-01-2015 05:53,-2,11,01-01-2015 06:04,150,150,132,967,01-01-2015 09:16,7,01-01-2015 09:25,01-01-2015 09:23,-2,0,0,,,,,,
2015,1,1,4,UA,1222,N68452,MCO,LAX,01-01-2015 05:55,01-01-2015 05:57,2,10,01-01-2015 06:07,341,343,310,2218,01-01-2015 08:17,23,01-01-2015 08:36,01-01-2015 08:40,4,0,0,,,,,,
2015,1,1,4,UA,1507,N31412,TPA,EWR,01-01-2015 05:55,02-01-2015 05:49,-6,9,01-01-2015 05:58,156,149,131,997,01-01-2015 08:09,9,01-01-2015 08:31,01-01-2015 08:18,-13,0,0,,,,,,
2015,1,1,4,AA,1094,N3DXAA,SEA,DFW,01-01-2015 05:55,01-01-2015 05:55,0,24,01-01-2015 06:19,235,251,216,1660,01-01-2015 11:55,11,01-01-2015 11:50,01-01-2015 12:06,16,0,0,,16,0,0,0,0
2015,1,1,4,AA,1233,N3HXAA,BOS,DFW,01-01-2015 05:55,02-01-2015 05:51,-4,15,01-01-2015 06:06,275,269,243,1562,01-01-2015 09:09,11,01-01-2015 09:30,01-01-2015 09:20,-10,0,0,,,,,,
2015,1,1,4,B6,115,N284JB,SYR,JFK,01-01-2015 05:55,02-01-2015 05:50,-5,27,01-01-2015 06:17,83,75,43,209,01-01-2015 07:00,5,01-01-2015 07:18,01-01-2015 07:05,-13,0,0,,,,,,
2015,1,1,4,B6,185,N334JB,ROC,JFK,01-01-2015 05:55,02-01-2015 05:50,-5,20,01-01-2015 06:10,85,73,48,264,01-01-2015 06:58,5,01-01-2015 07:20,01-01-2015 07:03,-17,0,0,,,,,,
2015,1,1,4,EV,2519,N905EV,TYR,DFW,01-01-2015 05:55,02-01-2015 05:46,-9,9,01-01-2015 05:55,50,50,25,102,01-01-2015 06:20,16,01-01-2015 06:45,01-01-2015 06:36,-9,0,0,,,,,,
2015,1,1,4,EV,3928,N11140,MCI,ORD,01-01-2015 05:55,02-01-2015 05:54,-1,19,01-01-2015 06:13,94,83,58,403,01-01-2015 07:11,6,01-01-2015 07:29,01-01-2015 07:17,-12,0,0,,,,,,
2015,1,1,4,EV,3941,N16561,LAN,ORD,01-01-2015 05:55,01-01-2015 05:55,0,27,01-01-2015 06:22,69,75,39,179,01-01-2015 06:01,9,01-01-2015 06:04,01-01-2015 06:10,6,0,0,,,,,,
2015,1,1,4,EV,5976,N27200,BUF,EWR,01-01-2015 05:55,01-01-2015 09:28,213,38,01-01-2015 10:06,80,93,48,282,01-01-2015 10:54,7,01-01-2015 07:15,01-01-2015 11:01,226,0,0,,13,0,0,0,213
2015,1,1,4,MQ,3161,N5PBMQ,XNA,DFW,01-01-2015 05:55,,,,,75,,,280,,,01-01-2015 07:10,,,0,1,B,,,,,
2015,1,1,4,EV,5677,N12563,GSO,EWR,01-01-2015 05:56,02-01-2015 05:38,-18,19,01-01-2015 05:57,94,90,65,445,01-01-2015 07:02,6,01-01-2015 07:30,01-01-2015 07:08,-22,0,0,,,,,,
2015,1,1,4,NK,224,N607NK,ORD,LGA,01-01-2015 05:56,02-01-2015 05:47,-9,16,01-01-2015 06:03,124,160,92,733,01-01-2015 08:35,52,01-01-2015 09:00,01-01-2015 09:27,27,0,0,,27,0,0,0,0
2015,1,1,4,UA,1457,N76529,LAX,IAH,01-01-2015 05:57,02-01-2015 05:55,-2,12,01-01-2015 06:07,192,178,160,1379,01-01-2015 10:47,6,01-01-2015 11:09,01-01-2015 10:53,-16,0,0,,,,,,
2015,1,1,4,AA,1205,N3FKAA,EWR,MIA,01-01-2015 05:59,02-01-2015 05:52,-7,22,01-01-2015 06:14,183,177,149,1085,01-01-2015 08:43,6,01-01-2015 09:02,01-01-2015 08:49,-13,0,0,,,,,,
2015,1,1,4,OO,5547,N910SW,ONT,DEN,01-01-2015 05:59,01-01-2015 07:58,119,4,01-01-2015 08:02,141,138,123,819,01-01-2015 11:05,11,01-01-2015 09:20,01-01-2015 11:16,116,0,0,,0,0,0,0,116
2015,1,1,4,UA,210,N830UA,MSP,DEN,01-01-2015 06:00,02-01-2015 05:56,-4,14,01-01-2015 06:10,139,120,100,680,01-01-2015 06:50,6,01-01-2015 07:19,01-01-2015 06:56,-23,0,0,,,,,,
2015,1,1,4,UA,214,N454UA,PBI,IAH,01-01-2015 06:00,02-01-2015 05:55,-5,17,01-01-2015 06:12,170,172,146,956,01-01-2015 07:38,9,01-01-2015 07:50,01-01-2015 07:47,-3,0,0,,,,,,
2015,1,1,4,UA,247,N462UA,PHX,IAH,01-01-2015 06:00,01-01-2015 07:51,111,31,01-01-2015 08:22,148,160,118,1009,01-01-2015 11:20,11,01-01-2015 09:28,01-01-2015 11:31,123,0,0,,12,0,0,0,111
2015,1,1,4,UA,256,N464UA,RSW,IAH,01-01-2015 06:00,01-01-2015 06:00,0,13,01-01-2015 06:13,156,155,133,861,01-01-2015 07:26,9,01-01-2015 07:36,01-01-2015 07:35,-1,0,0,,,,,,
2015,1,1,4,UA,319,N498UA,EWR,MCO,01-01-2015 06:00,01-01-2015 06:03,3,14,01-01-2015 06:17,173,152,135,937,01-01-2015 08:32,3,01-01-2015 08:53,01-01-2015 08:35,-18,0,0,,,,,,
2015,1,1,4,UA,374,N415UA,OMA,ORD,01-01-2015 06:00,01-01-2015 06:12,12,19,01-01-2015 06:31,97,79,57,416,01-01-2015 07:28,3,01-01-2015 07:37,01-01-2015 07:31,-6,0,0,,,,,,
2015,1,1,4,US,635,N544UW,SMF,PHX,01-01-2015 06:00,02-01-2015 05:51,-9,24,01-01-2015 06:15,110,131,90,647,01-01-2015 08:45,17,01-01-2015 08:50,01-01-2015 09:02,12,0,0,,,,,,
2015,1,1,4,US,646,N654AW,OAK,PHX,01-01-2015 06:00,02-01-2015 05:58,-2,28,01-01-2015 06:26,115,125,88,646,01-01-2015 08:54,9,01-01-2015 08:55,01-01-2015 09:03,8,0,0,,,,,,
2015,1,1,4,US,1941,N708UW,PVD,CLT,01-01-2015 06:00,02-01-2015 05:55,-5,11,01-01-2015 06:06,139,130,114,683,01-01-2015 08:00,5,01-01-2015 08:19,01-01-2015 08:05,-14,0,0,,,,,,
2015,1,1,4,UA,422,N847UA,RNO,DEN,01-01-2015 06:00,02-01-2015 05:57,-3,22,01-01-2015 06:19,130,147,120,804,01-01-2015 09:19,5,01-01-2015 09:10,01-01-2015 09:24,14,0,0,,,,,,
2015,1,1,4,UA,544,N831UA,PIT,IAH,01-01-2015 06:00,01-01-2015 06:22,22,19,01-01-2015 06:41,195,197,175,1117,01-01-2015 08:36,3,01-01-2015 08:15,01-01-2015 08:39,24,0,0,,2,0,22,0,0
2015,1,1,4,UA,1016,N68807,DEN,IAH,01-01-2015 06:00,02-01-2015 05:52,-8,11,01-01-2015 06:03,142,146,114,862,01-01-2015 08:57,21,01-01-2015 09:22,01-01-2015 09:18,-4,0,0,,,,,,
2015,1,1,4,WN,4122,N486WN,BOS,BWI,01-01-2015 06:00,02-01-2015 05:56,-4,17,01-01-2015 06:13,105,83,63,369,01-01-2015 07:16,3,01-01-2015 07:45,01-01-2015 07:19,-26,0,0,,,,,,
2015,1,1,4,WN,4822,N293WN,LAS,BWI,01-01-2015 06:00,01-01-2015 06:02,2,10,01-01-2015 06:12,270,243,230,2106,01-01-2015 13:02,3,01-01-2015 13:30,01-01-2015 13:05,-25,0,0,,,,,,
2015,1,1,4,WN,2215,N249WN,ABQ,HOU,01-01-2015 06:00,01-01-2015 06:07,7,29,01-01-2015 06:36,120,135,103,759,01-01-2015 09:19,3,01-01-2015 09:00,01-01-2015 09:22,22,0,0,,15,0,7,0,0
2015,1,1,4,WN,676,N630WN,PHX,SLC,01-01-2015 06:00,01-01-2015 06:01,1,9,01-01-2015 06:10,95,88,76,507,01-01-2015 07:26,3,01-01-2015 07:35,01-01-2015 07:29,-6,0,0,,,,,,
2015,1,1,4,WN,2787,N910WN,PIT,FLL,01-01-2015 06:00,02-01-2015 05:59,-1,9,01-01-2015 06:08,170,145,132,994,01-01-2015 08:20,4,01-01-2015 08:50,01-01-2015 08:24,-26,0,0,,,,,,
2015,1,1,4,WN,4859,N8641B,PVD,BWI,01-01-2015 06:00,01-01-2015 06:06,6,11,01-01-2015 06:17,100,81,63,327,01-01-2015 07:20,7,01-01-2015 07:40,01-01-2015 07:27,-13,0,0,,,,,,
2015,1,1,4,WN,597,N768SW,SFO,ATL,01-01-2015 06:00,02-01-2015 05:54,-6,9,01-01-2015 06:03,280,270,253,2139,01-01-2015 13:16,8,01-01-2015 13:40,01-01-2015 13:24,-16,0,0,,,,,,
2015,1,1,4,UA,1158,N73445,SFO,ORD,01-01-2015 06:00,02-01-2015 05:57,-3,21,01-01-2015 06:18,257,256,222,1846,01-01-2015 12:00,13,01-01-2015 12:17,01-01-2015 12:13,-4,0,0,,,,,,
2015,1,1,4,UA,1163,N24224,MCO,EWR,01-01-2015 06:00,02-01-2015 05:55,-5,10,01-01-2015 06:05,154,141,126,937,01-01-2015 08:11,5,01-01-2015 08:34,01-01-2015 08:16,-18,0,0,,,,,,
2015,1,1,4,UA,1188,N68822,PDX,IAH,01-01-2015 06:00,01-01-2015 06:13,13,11,01-01-2015 06:24,244,242,224,1825,01-01-2015 12:08,7,01-01-2015 12:04,01-01-2015 12:15,11,0,0,,,,,,
2015,1,1,4,UA,1198,N38451,BOS,ORD,01-01-2015 06:00,02-01-2015 05:57,-3,13,01-01-2015 06:10,173,165,146,867,01-01-2015 07:36,6,01-01-2015 07:53,01-01-2015 07:42,-11,0,0,,,,,,
